Type,Local ID,Message,Field 0,Value 0,Units 0,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11
Data,0,length,message_index,92,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918132000,ms,total_elapsed_time,35.0,s,total_timer_time,35.0,s,total_strokes,14,strokes,avg_speed,0.714,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,93,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918167000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,12,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,94,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918198000,ms,total_elapsed_time,27.0,s,total_timer_time,27.0,s,total_strokes,12,strokes,avg_speed,0.926,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,95,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918225000,ms,total_elapsed_time,37.0,s,total_timer_time,37.0,s,total_strokes,12,strokes,avg_speed,0.676,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,96,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918262000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,97,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918292000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,98,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918322000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,12,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,99,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918348000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,100,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918378000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,12,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,101,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918406000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,12,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,102,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918435000,ms,total_elapsed_time,34.0,s,total_timer_time,34.0,s,total_strokes,12,strokes,avg_speed,0.735,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,103,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918469000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,104,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918499000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,105,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918529000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,12,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,106,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918560000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,107,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918590000,ms,total_elapsed_time,27.0,s,total_timer_time,27.0,s,total_strokes,12,strokes,avg_speed,0.926,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,108,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918617000,ms,total_elapsed_time,33.0,s,total_timer_time,33.0,s,total_strokes,13,strokes,avg_speed,0.758,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,109,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918650000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,12,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,110,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918676000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,13,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,111,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918706000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,12,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,112,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918735000,ms,total_elapsed_time,34.0,s,total_timer_time,34.0,s,total_strokes,14,strokes,avg_speed,0.735,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,113,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918769000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,12,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,114,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918800000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,12,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,115,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918826000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,116,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918856000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,12,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,117,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918882000,ms,total_elapsed_time,34.0,s,total_timer_time,34.0,s,total_strokes,15,strokes,avg_speed,0.735,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,118,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918916000,ms,total_elapsed_time,23.0,s,total_timer_time,23.0,s,total_strokes,12,strokes,avg_speed,1.087,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,119,,timestamp,1745915405000,ms,event,28,,event_type,1,,start_time,1745918939000,ms,total_elapsed_time,25.0,s,total_timer_time,25.0,s,total_strokes,13,strokes,avg_speed,1.0,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Definition,0,lap,timestamp,4,bytes,start_time,4,bytes,total_elapsed_time,4,bytes,total_timer_time,4,bytes,total_distance,4,bytes,num_lengths,2,bytes,swim_stroke,1,bytes
Data,0,lap,timestamp,1745915405000,ms,start_time,1745915497000,ms,total_elapsed_time,121.0,s,total_timer_time,121.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745915616000,ms,total_elapsed_time,117.0,s,total_timer_time,117.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745915741000,ms,total_elapsed_time,132.0,s,total_timer_time,132.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745915863000,ms,total_elapsed_time,116.0,s,total_timer_time,116.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745915980000,ms,total_elapsed_time,118.0,s,total_timer_time,118.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745916101000,ms,total_elapsed_time,118.0,s,total_timer_time,118.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745916216000,ms,total_elapsed_time,118.0,s,total_timer_time,118.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745916333000,ms,total_elapsed_time,117.0,s,total_timer_time,117.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745916446000,ms,total_elapsed_time,118.0,s,total_timer_time,118.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745916566000,ms,total_elapsed_time,121.0,s,total_timer_time,121.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745916687000,ms,total_elapsed_time,119.0,s,total_timer_time,119.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745916805000,ms,total_elapsed_time,117.0,s,total_timer_time,117.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745916919000,ms,total_elapsed_time,117.0,s,total_timer_time,117.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917041000,ms,total_elapsed_time,117.0,s,total_timer_time,117.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917153000,ms,total_elapsed_time,116.0,s,total_timer_time,116.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917270000,ms,total_elapsed_time,113.0,s,total_timer_time,113.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917389000,ms,total_elapsed_time,119.0,s,total_timer_time,119.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917511000,ms,total_elapsed_time,122.0,s,total_timer_time,122.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917629000,ms,total_elapsed_time,114.0,s,total_timer_time,114.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917751000,ms,total_elapsed_time,121.0,s,total_timer_time,121.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917870000,ms,total_elapsed_time,122.0,s,total_timer_time,122.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745917986000,ms,total_elapsed_time,115.0,s,total_timer_time,115.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745918102000,ms,total_elapsed_time,119.0,s,total_timer_time,119.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745918225000,ms,total_elapsed_time,130.0,s,total_timer_time,130.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745918348000,ms,total_elapsed_time,116.0,s,total_timer_time,116.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745918469000,ms,total_elapsed_time,121.0,s,total_timer_time,121.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745918590000,ms,total_elapsed_time,118.0,s,total_timer_time,118.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745918706000,ms,total_elapsed_time,118.0,s,total_timer_time,118.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745918826000,ms,total_elapsed_time,121.0,s,total_timer_time,121.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Data,0,lap,timestamp,1745915405000,ms,start_time,1745918939000,ms,total_elapsed_time,108.0,s,total_timer_time,108.0,s,total_distance,100.0,m,num_lengths,4,lengths,swim_stroke,0,
Definition,0,record,timestamp,4,bytes,heart_rate,1,bytes,calories,2,bytes
Data,0,record,timestamp,1745915445000,ms,heart_rate,78,bpm,calories,8,kcal
Data,0,record,timestamp,1745915450000,ms,heart_rate,87,bpm,calories,9,kcal
Data,0,record,timestamp,1745915455000,ms,heart_rate,92,bpm,calories,10,kcal
Data,0,record,timestamp,1745915460000,ms,heart_rate,107,bpm,calories,11,kcal
Data,0,record,timestamp,1745915465000,ms,heart_rate,114,bpm,calories,12,kcal
Data,0,record,timestamp,1745915470000,ms,heart_rate,122,bpm,calories,13,kcal
Data,0,record,timestamp,1745915475000,ms,heart_rate,121,bpm,calories,14,kcal
Data,0,record,timestamp,1745915480000,ms,heart_rate,121,bpm,calories,15,kcal
Data,0,record,timestamp,1745915485000,ms,heart_rate,123,bpm,calories,16,kcal
Data,0,record,timestamp,1745915490000,ms,heart_rate,125,bpm,calories,17,kcal
Data,0,record,timestamp,1745915495000,ms,heart_rate,128,bpm,calories,18,kcal
Data,0,record,timestamp,1745915500000,ms,heart_rate,129,bpm,calories,19,kcal
Data,0,record,timestamp,1745915505000,ms,heart_rate,129,bpm,calories,20,kcal
Data,0,record,timestamp,1745915510000,ms,heart_rate,131,bpm,calories,21,kcal
Data,0,record,timestamp,1745915515000,ms,heart_rate,130,bpm,calories,22,kcal
Data,0,record,timestamp,1745915520000,ms,heart_rate,131,bpm,calories,23,kcal
Data,0,record,timestamp,1745915525000,ms,heart_rate,133,bpm,calories,24,kcal
Data,0,record,timestamp,1745915530000,ms,heart_rate,131,bpm,calories,25,kcal
Data,0,record,timestamp,1745915535000,ms,heart_rate,134,bpm,calories,26,kcal
Data,0,record,timestamp,1745915540000,ms,heart_rate,134,bpm,calories,27,kcal
Data,0,record,timestamp,1745915545000,ms,heart_rate,134,bpm,calories,28,kcal
Data,0,record,timestamp,1745915550000,ms,heart_rate,135,bpm,calories,29,kcal
Data,0,record,timestamp,1745915555000,ms,heart_rate,136,bpm,calories,30,kcal
Data,0,record,timestamp,1745915560000,ms,heart_rate,136,bpm,calories,31,kcal
Data,0,record,timestamp,1745915565000,ms,heart_rate,136,bpm,calories,32,kcal
Data,0,record,timestamp,1745915570000,ms,heart_rate,135,bpm,calories,33,kcal
Data,0,record,timestamp,1745915575000,ms,heart_rate,136,bpm,calories,35,kcal
Data,0,record,timestamp,1745915580000,ms,heart_rate,136,bpm,calories,36,kcal
Data,0,record,timestamp,1745915585000,ms,heart_rate,138,bpm,calories,37,kcal
Data,0,record,timestamp,1745915590000,ms,heart_rate,137,bpm,calories,38,kcal
Data,0,record,timestamp,1745915595000,ms,heart_rate,138,bpm,calories,39,kcal
Data,0,record,timestamp,1745915600000,ms,heart_rate,137,bpm,calories,40,kcal
Data,0,record,timestamp,1745915605000,ms,heart_rate,139,bpm,calories,41,kcal
Data,0,record,timestamp,1745915610000,ms,heart_rate,140,bpm,calories,42,kcal
Data,0,record,timestamp,1745915615000,ms,heart_rate,141,bpm,calories,43,kcal
Data,0,record,timestamp,1745915620000,ms,heart_rate,140,bpm,calories,44,kcal
Data,0,record,timestamp,1745915625000,ms,heart_rate,141,bpm,calories,45,kcal
Data,0,record,timestamp,1745915630000,ms,heart_rate,138,bpm,calories,46,kcal
Data,0,record,timestamp,1745915635000,ms,heart_rate,140,bpm,calories,47,kcal
Data,0,record,timestamp,1745915640000,ms,heart_rate,140,bpm,calories,48,kcal
Data,0,record,timestamp,1745915645000,ms,heart_rate,141,bpm,calories,49,kcal
Data,0,record,timestamp,1745915650000,ms,heart_rate,141,bpm,calories,50,kcal
Data,0,record,timestamp,1745915655000,ms,heart_rate,138,bpm,calories,51,kcal
Data,0,record,timestamp,1745915660000,ms,heart_rate,140,bpm,calories,52,kcal
Data,0,record,timestamp,1745915665000,ms,heart_rate,139,bpm,calories,53,kcal
Data,0,record,timestamp,1745915670000,ms,heart_rate,139,bpm,calories,54,kcal
Data,0,record,timestamp,1745915675000,ms,heart_rate,140,bpm,calories,55,kcal
Data,0,record,timestamp,1745915680000,ms,heart_rate,141,bpm,calories,56,kcal
Data,0,record,timestamp,1745915699000,ms,heart_rate,141,bpm,calories,60,kcal
Data,0,record,timestamp,1745915704000,ms,heart_rate,141,bpm,calories,61,kcal
Data,0,record,timestamp,1745915709000,ms,heart_rate,139,bpm,calories,62,kcal
Data,0,record,timestamp,1745915714000,ms,heart_rate,140,bpm,calories,63,kcal
Data,0,record,timestamp,1745915719000,ms,heart_rate,140,bpm,calories,64,kcal
Data,0,record,timestamp,1745915724000,ms,heart_rate,141,bpm,calories,65,kcal
Data,0,record,timestamp,1745915729000,ms,heart_rate,141,bpm,calories,66,kcal
Data,0,record,timestamp,1745915734000,ms,heart_rate,139,bpm,calories,67,kcal
Data,0,record,timestamp,1745915739000,ms,heart_rate,141,bpm,calories,68,kcal
Data,0,record,timestamp,1745915744000,ms,heart_rate,139,bpm,calories,69,kcal
Data,0,record,timestamp,1745915749000,ms,heart_rate,141,bpm,calories,70,kcal
Data,0,record,timestamp,1745915754000,ms,heart_rate,141,bpm,calories,71,kcal
Data,0,record,timestamp,1745915759000,ms,heart_rate,142,bpm,calories,72,kcal
Data,0,record,timestamp,1745915764000,ms,heart_rate,143,bpm,calories,73,kcal
Data,0,record,timestamp,1745915769000,ms,heart_rate,143,bpm,calories,74,kcal
Data,0,record,timestamp,1745915774000,ms,heart_rate,143,bpm,calories,75,kcal
Data,0,record,timestamp,1745915779000,ms,heart_rate,145,bpm,calories,77,kcal
Data,0,record,timestamp,1745915784000,ms,heart_rate,146,bpm,calories,78,kcal
Data,0,record,timestamp,1745915789000,ms,heart_rate,149,bpm,calories,79,kcal
Data,0,record,timestamp,1745915794000,ms,heart_rate,147,bpm,calories,80,kcal
Data,0,record,timestamp,1745915799000,ms,heart_rate,147,bpm,calories,81,kcal
Data,0,record,timestamp,1745915804000,ms,heart_rate,147,bpm,calories,82,kcal
Data,0,record,timestamp,1745915809000,ms,heart_rate,149,bpm,calories,83,kcal
Data,0,record,timestamp,1745915814000,ms,heart_rate,149,bpm,calories,84,kcal
Data,0,record,timestamp,1745915819000,ms,heart_rate,152,bpm,calories,85,kcal
Data,0,record,timestamp,1745915824000,ms,heart_rate,150,bpm,calories,86,kcal
Data,0,record,timestamp,1745915829000,ms,heart_rate,151,bpm,calories,87,kcal
Data,0,record,timestamp,1745915834000,ms,heart_rate,147,bpm,calories,88,kcal
Data,0,record,timestamp,1745915839000,ms,heart_rate,149,bpm,calories,89,kcal
Data,0,record,timestamp,1745915844000,ms,heart_rate,149,bpm,calories,90,kcal
Data,0,record,timestamp,1745915849000,ms,heart_rate,151,bpm,calories,91,kcal
Data,0,record,timestamp,1745915854000,ms,heart_rate,151,bpm,calories,92,kcal
Data,0,record,timestamp,1745915859000,ms,heart_rate,151,bpm,calories,93,kcal
Data,0,record,timestamp,1745915864000,ms,heart_rate,145,bpm,calories,94,kcal
Data,0,record,timestamp,1745915869000,ms,heart_rate,144,bpm,calories,95,kcal
Data,0,record,timestamp,1745915874000,ms,heart_rate,147,bpm,calories,96,kcal
Data,0,record,timestamp,1745915879000,ms,heart_rate,148,bpm,calories,97,kcal
Data,0,record,timestamp,1745915884000,ms,heart_rate,147,bpm,calories,98,kcal
Data,0,record,timestamp,1745915889000,ms,heart_rate,143,bpm,calories,99,kcal
Data,0,record,timestamp,1745915894000,ms,heart_rate,143,bpm,calories,100,kcal
Data,0,record,timestamp,1745915899000,ms,heart_rate,143,bpm,calories,101,kcal
Data,0,record,timestamp,1745915904000,ms,heart_rate,144,bpm,calories,102,kcal
Data,0,record,timestamp,1745915909000,ms,heart_rate,143,bpm,calories,103,kcal
Data,0,record,timestamp,1745915914000,ms,heart_rate,143,bpm,calories,104,kcal
Data,0,record,timestamp,1745915919000,ms,heart_rate,143,bpm,calories,105,kcal
Data,0,record,timestamp,1745915924000,ms,heart_rate,142,bpm,calories,106,kcal
Data,0,record,timestamp,1745915929000,ms,heart_rate,143,bpm,calories,107,kcal
Data,0,record,timestamp,1745915934000,ms,heart_rate,144,bpm,calories,108,kcal
Data,0,record,timestamp,1745915954000,ms,heart_rate,144,bpm,calories,113,kcal
Data,0,record,timestamp,1745915959000,ms,heart_rate,144,bpm,calories,114,kcal
Data,0,record,timestamp,1745915964000,ms,heart_rate,147,bpm,calories,115,kcal
Data,0,record,timestamp,1745915969000,ms,heart_rate,146,bpm,calories,116,kcal
Data,0,record,timestamp,1745915974000,ms,heart_rate,148,bpm,calories,117,kcal
Data,0,record,timestamp,1745915979000,ms,heart_rate,147,bpm,calories,118,kcal
Data,0,record,timestamp,1745915984000,ms,heart_rate,149,bpm,calories,119,kcal
Data,0,record,timestamp,1745915989000,ms,heart_rate,151,bpm,calories,120,kcal
Data,0,record,timestamp,1745915994000,ms,heart_rate,148,bpm,calories,121,kcal
Data,0,record,timestamp,1745915999000,ms,heart_rate,151,bpm,calories,122,kcal
Data,0,record,timestamp,1745916004000,ms,heart_rate,151,bpm,calories,123,kcal
Data,0,record,timestamp,1745916009000,ms,heart_rate,151,bpm,calories,124,kcal
Data,0,record,timestamp,1745916014000,ms,heart_rate,151,bpm,calories,125,kcal
Data,0,record,timestamp,1745916019000,ms,heart_rate,150,bpm,calories,126,kcal
Data,0,record,timestamp,1745916024000,ms,heart_rate,150,bpm,calories,127,kcal
Data,0,record,timestamp,1745916029000,ms,heart_rate,150,bpm,calories,128,kcal
Data,0,record,timestamp,1745916034000,ms,heart_rate,159,bpm,calories,129,kcal
Data,0,record,timestamp,1745916039000,ms,heart_rate,153,bpm,calories,130,kcal
Data,0,record,timestamp,1745916044000,ms,heart_rate,153,bpm,calories,131,kcal
Data,0,record,timestamp,1745916049000,ms,heart_rate,153,bpm,calories,132,kcal
Data,0,record,timestamp,1745916054000,ms,heart_rate,153,bpm,calories,133,kcal
Data,0,record,timestamp,1745916059000,ms,heart_rate,148,bpm,calories,134,kcal
Data,0,record,timestamp,1745916064000,ms,heart_rate,150,bpm,calories,135,kcal
Data,0,record,timestamp,1745916069000,ms,heart_rate,145,bpm,calories,136,kcal
Data,0,record,timestamp,1745916074000,ms,heart_rate,144,bpm,calories,137,kcal
Data,0,record,timestamp,1745916079000,ms,heart_rate,144,bpm,calories,138,kcal
Data,0,record,timestamp,1745916084000,ms,heart_rate,143,bpm,calories,139,kcal
Data,0,record,timestamp,1745916089000,ms,heart_rate,142,bpm,calories,140,kcal
Data,0,record,timestamp,1745916094000,ms,heart_rate,141,bpm,calories,141,kcal
Data,0,record,timestamp,1745916099000,ms,heart_rate,141,bpm,calories,142,kcal
Data,0,record,timestamp,1745916104000,ms,heart_rate,139,bpm,calories,143,kcal
Data,0,record,timestamp,1745916109000,ms,heart_rate,140,bpm,calories,144,kcal
Data,0,record,timestamp,1745916114000,ms,heart_rate,141,bpm,calories,146,kcal
Data,0,record,timestamp,1745916119000,ms,heart_rate,138,bpm,calories,147,kcal
Data,0,record,timestamp,1745916124000,ms,heart_rate,137,bpm,calories,148,kcal
Data,0,record,timestamp,1745916129000,ms,heart_rate,138,bpm,calories,149,kcal
Data,0,record,timestamp,1745916134000,ms,heart_rate,138,bpm,calories,150,kcal
Data,0,record,timestamp,1745916139000,ms,heart_rate,138,bpm,calories,151,kcal
Data,0,record,timestamp,1745916144000,ms,heart_rate,141,bpm,calories,152,kcal
Data,0,record,timestamp,1745916149000,ms,heart_rate,137,bpm,calories,153,kcal
Data,0,record,timestamp,1745916154000,ms,heart_rate,139,bpm,calories,154,kcal
Data,0,record,timestamp,1745916159000,ms,heart_rate,140,bpm,calories,155,kcal
Data,0,record,timestamp,1745916164000,ms,heart_rate,149,bpm,calories,156,kcal
Data,0,record,timestamp,1745916169000,ms,heart_rate,148,bpm,calories,157,kcal
Data,0,record,timestamp,1745916174000,ms,heart_rate,145,bpm,calories,158,kcal
Data,0,record,timestamp,1745916179000,ms,heart_rate,141,bpm,calories,159,kcal
Data,0,record,timestamp,1745916184000,ms,heart_rate,139,bpm,calories,160,kcal
Data,0,record,timestamp,1745916189000,ms,heart_rate,140,bpm,calories,161,kcal
Data,0,record,timestamp,1745916209000,ms,heart_rate,141,bpm,calories,165,kcal
Data,0,record,timestamp,1745916214000,ms,heart_rate,143,bpm,calories,166,kcal
Data,0,record,timestamp,1745916219000,ms,heart_rate,147,bpm,calories,167,kcal
Data,0,record,timestamp,1745916224000,ms,heart_rate,146,bpm,calories,168,kcal
Data,0,record,timestamp,1745916229000,ms,heart_rate,142,bpm,calories,169,kcal
Data,0,record,timestamp,1745916234000,ms,heart_rate,142,bpm,calories,170,kcal
Data,0,record,timestamp,1745916239000,ms,heart_rate,143,bpm,calories,171,kcal
Data,0,record,timestamp,1745916244000,ms,heart_rate,143,bpm,calories,172,kcal
Data,0,record,timestamp,1745916249000,ms,heart_rate,144,bpm,calories,173,kcal
Data,0,record,timestamp,1745916254000,ms,heart_rate,145,bpm,calories,174,kcal
Data,0,record,timestamp,1745916259000,ms,heart_rate,144,bpm,calories,175,kcal
Data,0,record,timestamp,1745916264000,ms,heart_rate,143,bpm,calories,176,kcal
Data,0,record,timestamp,1745916269000,ms,heart_rate,142,bpm,calories,177,kcal
Data,0,record,timestamp,1745916274000,ms,heart_rate,146,bpm,calories,178,kcal
Data,0,record,timestamp,1745916279000,ms,heart_rate,143,bpm,calories,179,kcal
Data,0,record,timestamp,1745916284000,ms,heart_rate,142,bpm,calories,181,kcal
Data,0,record,timestamp,1745916289000,ms,heart_rate,143,bpm,calories,182,kcal
Data,0,record,timestamp,1745916294000,ms,heart_rate,142,bpm,calories,183,kcal
Data,0,record,timestamp,1745916299000,ms,heart_rate,142,bpm,calories,184,kcal
Data,0,record,timestamp,1745916304000,ms,heart_rate,145,bpm,calories,185,kcal
Data,0,record,timestamp,1745916309000,ms,heart_rate,147,bpm,calories,186,kcal
