Type,Local ID,Message,Field 0,Value 0,Units 0,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11
Data,0,length,message_index,5,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530510000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,6,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530540000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,11,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,7,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530569000,ms,total_elapsed_time,33.0,s,total_timer_time,33.0,s,total_strokes,11,strokes,avg_speed,0.758,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,8,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530602000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,9,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530632000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,11,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,10,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530660000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,11,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530690000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,12,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530720000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,10,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,13,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530749000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,10,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,14,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530779000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,10,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,15,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530808000,ms,total_elapsed_time,37.0,s,total_timer_time,37.0,s,total_strokes,12,strokes,avg_speed,0.676,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,16,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530845000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,9,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,17,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530871000,ms,total_elapsed_time,27.0,s,total_timer_time,27.0,s,total_strokes,10,strokes,avg_speed,0.926,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,18,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530898000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,10,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,19,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530927000,ms,total_elapsed_time,27.0,s,total_timer_time,27.0,s,total_strokes,10,strokes,avg_speed,0.926,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,20,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530954000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,10,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,21,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746530983000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,10,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,22,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531012000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,10,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,23,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531040000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,10,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,24,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531068000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,10,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,25,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531098000,ms,total_elapsed_time,27.0,s,total_timer_time,27.0,s,total_strokes,10,strokes,avg_speed,0.926,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,26,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531125000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,10,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,27,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531155000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,10,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,28,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531183000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,11,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,29,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531214000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,10,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,30,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531242000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,10,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,31,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531270000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,10,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,32,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531298000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,10,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,33,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531326000,ms,total_elapsed_time,25.0,s,total_timer_time,25.0,s,total_strokes,10,strokes,avg_speed,1.0,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,34,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531351000,ms,total_elapsed_time,33.0,s,total_timer_time,33.0,s,total_strokes,11,strokes,avg_speed,0.758,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,35,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531384000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,10,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,36,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531413000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,10,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,37,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531443000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,10,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,38,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531472000,ms,total_elapsed_time,24.0,s,total_timer_time,24.0,s,total_strokes,10,strokes,avg_speed,1.042,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,39,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531496000,ms,total_elapsed_time,34.0,s,total_timer_time,34.0,s,total_strokes,10,strokes,avg_speed,0.735,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,40,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531530000,ms,total_elapsed_time,24.0,s,total_timer_time,24.0,s,total_strokes,10,strokes,avg_speed,1.042,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,41,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531554000,ms,total_elapsed_time,33.0,s,total_timer_time,33.0,s,total_strokes,10,strokes,avg_speed,0.758,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,42,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531587000,ms,total_elapsed_time,25.0,s,total_timer_time,25.0,s,total_strokes,10,strokes,avg_speed,1.0,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,43,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531612000,ms,total_elapsed_time,33.0,s,total_timer_time,33.0,s,total_strokes,11,strokes,avg_speed,0.758,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,44,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531645000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,10,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,45,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531674000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,11,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,46,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531703000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,47,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531733000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,48,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531763000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,49,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531793000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,11,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,50,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531819000,ms,total_elapsed_time,33.0,s,total_timer_time,33.0,s,total_strokes,12,strokes,avg_speed,0.758,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,51,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531852000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,11,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,52,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531881000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,53,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531911000,ms,total_elapsed_time,24.0,s,total_timer_time,24.0,s,total_strokes,11,strokes,avg_speed,1.042,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,54,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531935000,ms,total_elapsed_time,28.0,s,total_timer_time,28.0,s,total_strokes,12,strokes,avg_speed,0.893,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,55,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531963000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,12,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,56,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746531992000,ms,total_elapsed_time,34.0,s,total_timer_time,34.0,s,total_strokes,12,strokes,avg_speed,0.735,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,57,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532026000,ms,total_elapsed_time,24.0,s,total_timer_time,24.0,s,total_strokes,11,strokes,avg_speed,1.042,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,58,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532050000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,59,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532080000,ms,total_elapsed_time,36.0,s,total_timer_time,36.0,s,total_strokes,12,strokes,avg_speed,0.694,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,60,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532116000,ms,total_elapsed_time,25.0,s,total_timer_time,25.0,s,total_strokes,11,strokes,avg_speed,1.0,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,61,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532141000,ms,total_elapsed_time,32.0,s,total_timer_time,32.0,s,total_strokes,11,strokes,avg_speed,0.781,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,62,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532173000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,63,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532203000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,12,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,64,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532234000,ms,total_elapsed_time,25.0,s,total_timer_time,25.0,s,total_strokes,11,strokes,avg_speed,1.0,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,65,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532259000,ms,total_elapsed_time,33.0,s,total_timer_time,33.0,s,total_strokes,12,strokes,avg_speed,0.758,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,66,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532292000,ms,total_elapsed_time,24.0,s,total_timer_time,24.0,s,total_strokes,12,strokes,avg_speed,1.042,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,67,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532316000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,68,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532346000,ms,total_elapsed_time,32.0,s,total_timer_time,32.0,s,total_strokes,11,strokes,avg_speed,0.781,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,69,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532378000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,70,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532408000,ms,total_elapsed_time,25.0,s,total_timer_time,25.0,s,total_strokes,12,strokes,avg_speed,1.0,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,71,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532433000,ms,total_elapsed_time,32.0,s,total_timer_time,32.0,s,total_strokes,13,strokes,avg_speed,0.781,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,72,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532465000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,12,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,73,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532494000,ms,total_elapsed_time,35.0,s,total_timer_time,35.0,s,total_strokes,12,strokes,avg_speed,0.714,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,74,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532529000,ms,total_elapsed_time,27.0,s,total_timer_time,27.0,s,total_strokes,12,strokes,avg_speed,0.926,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,75,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532556000,ms,total_elapsed_time,35.0,s,total_timer_time,35.0,s,total_strokes,13,strokes,avg_speed,0.714,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,76,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532591000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,12,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,77,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532617000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,13,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,78,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532648000,ms,total_elapsed_time,33.0,s,total_timer_time,33.0,s,total_strokes,11,strokes,avg_speed,0.758,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,79,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532681000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,12,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,80,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532707000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,13,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,81,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532738000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,82,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532768000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,12,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,83,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532799000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,84,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532829000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,85,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532859000,ms,total_elapsed_time,34.0,s,total_timer_time,34.0,s,total_strokes,12,strokes,avg_speed,0.735,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,86,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532893000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,11,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,87,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532923000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,12,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,88,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532953000,ms,total_elapsed_time,27.0,s,total_timer_time,27.0,s,total_strokes,12,strokes,avg_speed,0.926,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,89,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746532980000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,12,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,90,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746533011000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,13,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,91,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746533041000,ms,total_elapsed_time,36.0,s,total_timer_time,36.0,s,total_strokes,13,strokes,avg_speed,0.694,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,92,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746533077000,ms,total_elapsed_time,29.0,s,total_timer_time,29.0,s,total_strokes,11,strokes,avg_speed,0.862,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,93,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746533106000,ms,total_elapsed_time,31.0,s,total_timer_time,31.0,s,total_strokes,12,strokes,avg_speed,0.806,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,94,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746533137000,ms,total_elapsed_time,26.0,s,total_timer_time,26.0,s,total_strokes,12,strokes,avg_speed,0.962,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
Data,0,length,message_index,95,,timestamp,1746530367000,ms,event,28,,event_type,1,,start_time,1746533163000,ms,total_elapsed_time,30.0,s,total_timer_time,30.0,s,total_strokes,13,strokes,avg_speed,0.833,m/s,swim_stroke,0,swim_stroke,event_group,255,,length_type,1,
