WORKOUT_ID,TIMESTAMP,HEART_RATE,SPEED,STEP_RATE,CADENCE,STEP_LENGTH,GROUND_CONTACT_TIME,IMPACT,SWING_ANGLE,FORE_FOOT_LANDING,MID_FOOT_LANDING,BACK_FOOT_LANDING,EVERSION_ANGLE,SWOLF,STROKE_RATE,DATA_ERROR_HEX,CALORIES,CYCLING_POWER,FREQUENCY,ALTITUDE,HANG_TIME,IMPACT_HANG_RATE,RIDE_CADENCE,AP,VO,GTB,VR,CEILING,TEMP,SPO2,CNS
43,1746781166,89,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781171,94,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781176,99,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781181,104,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781186,111,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781191,118,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781196,127,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781201,-127,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781206,-127,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781211,127,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781216,125,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781221,127,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781226,-125,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781231,-127,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781236,-126,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781241,-127,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781246,127,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,24,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781251,-120,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,7,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781256,-124,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,7,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781261,-126,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,7,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781266,126,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,7,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
43,1746781271,126,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101,7,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
