WORKOUT_ID,TIMESTAMP,HEART_RATE,SPEED,STEP_RATE,CADENCE,STEP_LENGTH,GROUND_CONTACT_TIME,IMPACT,SWING_ANGLE,FORE_FOOT_LANDING,MID_FOOT_LANDING,BACK_FOOT_LANDING,EVERSION_ANGLE,SWOLF,STROKE_RATE,DATA_ERROR_HEX,CALORIES,CYCLING_POWER,FREQUENCY,ALTITUDE,HANG_TIME,IMPACT_HANG_RATE,RIDE_CADENCE,AP,VO,GTB,VR,CEILING,TEMP,SPO2,CNS
79,1751445554,77,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445559,84,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445564,86,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445569,96,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445574,106,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445579,111,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445584,116,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445589,119,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445594,122,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445599,125,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445604,121,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445609,124,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445614,127,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445619,125,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445624,124,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445629,105,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445634,105,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445639,104,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445644,102,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445649,98,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445654,101,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,118,6,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445659,101,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,27,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445664,107,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,27,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
79,1751445669,115,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,27,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
