WORKOUT_ID,TIMESTAMP,HEART_RATE,SPEED,STEP_RATE,CADENCE,STEP_LENGTH,GROUND_CONTACT_TIME,IMPACT,SWING_ANGLE,FORE_FOOT_LANDING,MID_FOOT_LANDING,BACK_FOOT_LANDING,EVERSION_ANGLE,SWOLF,STROKE_RATE,DATA_ERROR_HEX,CALORIES,CYCLING_POWER,FREQUENCY,ALTITUDE,HANG_TIME,IMPACT_HANG_RATE,RIDE_CADENCE,AP,VO,GTB,VR,CEILING,TEMP,SPO2,CNS
84,1751625338,76,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625343,75,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625348,84,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625353,95,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625358,110,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625363,117,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625368,123,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625373,-127,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625378,-125,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625383,-123,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625388,-121,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625393,-117,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625398,-116,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625403,-118,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625408,-114,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625413,-112,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625418,-110,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625423,-109,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625428,-110,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,9,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625433,-109,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,29,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625438,-106,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,29,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625443,-105,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,29,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625448,-104,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,29,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625453,-105,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625458,-105,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625463,-125,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625468,-125,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625473,-119,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625478,-124,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625483,125,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625488,122,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625493,119,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625498,116,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625503,104,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625508,102,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625513,92,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625518,90,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625520,-110,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,23,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625523,97,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625525,-111,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,23,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625528,108,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625530,-111,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,23,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625533,117,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,8,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625535,-111,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,29,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625538,-128,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,23,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625540,-110,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,29,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625543,-124,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,23,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625545,-110,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,29,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625548,-121,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,23,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625550,-111,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,29,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625553,-117,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,23,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
84,1751625555,-112,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,10,,-1,-1,-1,,-1,-1,-1,0.0,0.0,0.0,0.0,-1,-1,-1,-1
