WORKOUT_ID,SEGMENT_INDEX,DISTANCE,TYPE,PACE,POINT_INDEX,SWIM_TYPE,STROKES,AVG_SWOLF,TIME
43,0,25,0,148,0,2,15,52,37
43,2,25,0,100,0,2,10,35,25
43,4,25,0,112,0,2,11,39,28
43,6,25,0,360,0,2,11,101,90
43,8,25,0,96,0,2,10,34,24
43,10,25,0,100,0,2,10,35,25
43,23,25,0,108,0,2,10,37,27
43,25,25,0,412,0,2,11,114,103
43,27,25,0,116,0,2,13,42,29
43,29,25,0,112,0,2,11,39,28
43,31,25,0,108,0,2,11,38,27
43,44,25,0,404,0,2,11,112,101
43,46,25,0,84,0,2,11,32,21
43,48,25,0,124,0,2,11,42,31
43,50,25,0,116,0,2,12,41,29
43,52,25,0,380,0,2,11,106,95
43,54,25,0,96,0,2,12,36,24
43,67,25,0,136,0,2,11,45,34
43,69,25,0,100,0,2,10,35,25
43,71,25,0,388,0,2,11,108,97
43,73,25,0,96,0,2,12,36,24
43,75,25,0,132,0,2,11,44,33
43,11,25,0,112,0,2,11,39,28
43,13,25,0,380,0,2,11,106,95
43,15,25,0,116,0,2,13,42,29
43,17,25,0,112,0,2,11,39,28
43,19,25,0,116,0,2,12,41,29
43,21,25,0,376,0,2,12,106,94
43,34,25,0,108,0,2,12,39,27
43,36,25,0,100,0,2,11,36,25
43,38,25,0,124,0,2,12,43,31
43,40,25,0,376,0,2,13,107,94
43,42,25,0,124,0,2,13,44,31
43,55,25,0,112,0,2,12,40,28
43,57,25,0,116,0,2,12,41,29
43,59,25,0,380,0,2,12,107,95
43,61,25,0,92,0,2,12,35,23
43,63,25,0,108,0,2,11,38,27
43,65,25,0,104,0,2,12,38,26
43,78,25,0,104,0,2,13,39,26
